transaction_id,user_id,merchant_id,device_id,amount,hour,day_of_week,transaction_amount_deviation,is_high_value,is_odd_hour,upi_channel,transaction_status,merchant_category,device_os,default_city,default_state,transaction_city,transaction_state,fraud
8729,1960,472,156,4040.35,19,Saturday,42.45,1,0,BHIM,Failed,Water Bill,Windows,Muzaffarnagar,Uttar Pradesh,Jodhpur,Rajasthan,1
8730,1368,307,448,1442.96,7,Thursday,-20.32,0,0,GPay,Completed,Education Fees,Windows,Mirzapur,Uttar Pradesh,Thrissur,Kerala,0
8731,1959,659,341,4392.23,11,Sunday,85.96,1,0,GPay,Failed,Healthcare Services,MacOS,Nellore,Andhra Pradesh,Davanagere,Karnataka,1
8732,581,96,832,1210.31,0,Tuesday,31.37,0,1,BHIM,Completed,Online Shopping,Android,Kulti,West Bengal,Darbhanga,Bihar,0
8733,686,963,643,4108.91,15,Saturday,72.58,1,0,GPay,Completed,Mobile Recharge,Windows,Panihati,West Bengal,Srinagar,Jammu and Kashmir,0
8734,1790,480,327,3155.63,12,Tuesday,-7.84,1,0,BHIM,Completed,Education Fees,Android,Muzaffarnagar,Uttar Pradesh,Rajpur Sonarpur,West Bengal,0
8735,1557,778,563,1629.92,4,Saturday,-68.83,0,1,Paytm,Pending,Gas Bill,Android,Eluru,Andhra Pradesh,Jammu,Jammu and Kashmir,0
8736,408,351,3,1017.66,3,Thursday,-6.35,0,1,Paytm,Failed,Electricity Bill,Windows,Hapur,Uttar Pradesh,Ahmednagar,Maharashtra,0
8737,83,356,256,2403.45,14,Saturday,73.2,0,0,BHIM,Completed,Water Bill,Android,Muzaffarpur,Bihar,Vasai-Virar,Maharashtra,0
8738,1274,181,562,3254.51,15,Saturday,-91.5,1,0,GPay,Pending,Healthcare Services,Windows,Sonipat,Haryana,Bellary,Karnataka,1
8739,1954,229,692,4522.37,4,Tuesday,-29.43,1,1,PhonePe,Completed,Electricity Bill,MacOS,Kalyan-Dombivli,Maharashtra,Bhagalpur,Bihar,0
8740,1614,745,135,4142.28,17,Sunday,-2.14,1,0,PhonePe,Failed,Online Shopping,Windows,Jaipur,Rajasthan,Mau,Uttar Pradesh,1
8741,1291,82,741,4094.41,14,Monday,10.23,1,0,PhonePe,Completed,Water Bill,iOS,Muzaffarpur,Bihar,Tumkur,Karnataka,0
8742,1545,185,700,145.97,18,Thursday,3.19,0,0,GPay,Pending,Gas Bill,Windows,Pune,Maharashtra,Ghaziabad,Uttar Pradesh,0
8743,1579,237,445,3833.61,2,Saturday,-96.14,1,1,Paytm,Pending,Electricity Bill,Android,Patiala,Punjab,Bathinda,Punjab,0
8744,1722,1071,626,877.48,15,Sunday,-39.11,0,0,PhonePe,Pending,Electricity Bill,Android,Khammam,Telangana,Chandigarh,Chandigarh,0
8745,417,210,512,660.27,13,Friday,75.35,0,0,PhonePe,Failed,Education Fees,iOS,Karnal,Haryana,Bellary,Karnataka,1
8746,838,1000,671,4645.65,9,Thursday,-84.84,1,0,GPay,Completed,DTH Recharge,iOS,Prayagraj,Uttar Pradesh,Bihar Sharif,Bihar,1
8747,1746,627,876,1761.82,7,Saturday,-39.59,0,0,BHIM,Failed,Electricity Bill,Android,Berhampur,Odisha,Visakhapatnam,Andhra Pradesh,0
8748,1750,1201,387,136.68,15,Wednesday,40.41,0,0,GPay,Failed,Gas Bill,iOS,Patiala,Punjab,Chandrapur,Maharashtra,0
8749,318,489,260,3248.6,2,Saturday,73.01,1,1,PhonePe,Failed,Electricity Bill,Android,Salem,Tamil Nadu,Etawah,Uttar Pradesh,0
8750,1208,1230,378,4189.59,4,Tuesday,-75.76,1,1,GPay,Failed,Healthcare Services,iOS,Thane,Maharashtra,Ozhukarai,Puducherry,1
8751,683,1072,110,3956.4,11,Sunday,77.28,1,0,PhonePe,Pending,Travel Booking,Windows,Davanagere,Karnataka,Ahmednagar,Maharashtra,0
8752,538,1073,184,1434.44,2,Monday,88.13,0,1,BHIM,Failed,Mobile Recharge,iOS,Bhilwara,Rajasthan,Davanagere,Karnataka,0
8753,1185,421,577,1495.55,18,Thursday,-6.99,0,0,GPay,Completed,Education Fees,Android,Anantapur,Andhra Pradesh,Dewas,Madhya Pradesh,1
8754,1269,161,61,2485.35,19,Tuesday,7.0,0,0,Paytm,Completed,Education Fees,Android,Ambarnath,Maharashtra,Panihati,West Bengal,1
8755,831,941,136,2099.55,2,Monday,-33.63,0,1,PhonePe,Completed,Gas Bill,Android,Kakinada,Andhra Pradesh,Bilaspur,Chhattisgarh,0
8756,38,703,766,970.96,6,Saturday,-51.2,0,0,Paytm,Pending,Travel Booking,iOS,Aizawl,Mizoram,Bareilly,Uttar Pradesh,0
8757,286,869,399,3739.37,14,Friday,45.01,1,0,GPay,Completed,Online Shopping,MacOS,Indore,Madhya Pradesh,Ajmer,Rajasthan,0
8758,15,604,174,337.15,0,Thursday,31.99,0,1,PhonePe,Completed,Education Fees,Android,Aurangabad,Maharashtra,Berhampur,Odisha,0
8759,1160,128,543,4512.94,4,Wednesday,67.68,1,1,BHIM,Failed,Travel Booking,iOS,Rajahmundry,Andhra Pradesh,Ozhukarai,Puducherry,1
8760,1357,1064,420,1005.98,13,Thursday,95.15,0,0,Paytm,Pending,Water Bill,Windows,Pali,Rajasthan,Bellary,Karnataka,0
8761,1364,1065,352,701.01,21,Saturday,45.75,0,0,GPay,Failed,Healthcare Services,Android,Farrukhabad,Uttar Pradesh,Srinagar,Jammu and Kashmir,0
8762,701,447,192,3787.86,15,Sunday,60.0,1,0,GPay,Failed,Electricity Bill,Android,Ratlam,Madhya Pradesh,Mangalore,Karnataka,1
8763,59,600,422,3553.23,16,Friday,-82.98,1,0,PhonePe,Pending,Gas Bill,iOS,Srinagar,Jammu and Kashmir,Kochi,Kerala,0
8764,1214,609,603,4402.71,7,Tuesday,49.71,1,0,Paytm,Failed,Food Delivery,Windows,Baranagar,West Bengal,Amritsar,Punjab,1
8765,1811,492,515,4892.16,21,Wednesday,-93.53,1,0,BHIM,Completed,Healthcare Services,MacOS,Bareilly,Uttar Pradesh,Bangalore,Karnataka,1
8766,384,901,682,4012.93,8,Tuesday,38.24,1,0,Paytm,Pending,Gas Bill,MacOS,Raichur,Karnataka,Bareilly,Uttar Pradesh,1
8767,1371,990,269,3575.1,7,Friday,71.43,1,0,BHIM,Pending,Education Fees,MacOS,Gorakhpur,Uttar Pradesh,Tirupati,Andhra Pradesh,0
8768,826,427,161,110.15,15,Friday,-71.11,0,0,PhonePe,Failed,Food Delivery,Android,Baranagar,West Bengal,Gulbarga,Karnataka,0
8769,927,979,260,3694.21,18,Sunday,-55.04,1,0,BHIM,Failed,Travel Booking,Android,Mysore,Karnataka,Purnia,Bihar,1
8770,754,977,84,2578.42,20,Monday,-58.37,0,0,GPay,Completed,Electricity Bill,iOS,Bhubaneswar,Odisha,Bhavnagar,Gujarat,0
8771,933,955,528,1573.52,4,Tuesday,-7.69,0,1,Paytm,Pending,Gas Bill,MacOS,Begusarai,Bihar,Jabalpur,Madhya Pradesh,0
8772,465,777,336,4464.56,11,Monday,-80.44,1,0,GPay,Pending,Online Shopping,Windows,Kochi,Kerala,Pimpri-Chinchwad,Maharashtra,0
8773,1793,526,191,3759.54,22,Saturday,-86.12,1,0,PhonePe,Failed,Education Fees,iOS,Ambarnath,Maharashtra,Thane,Maharashtra,1
8774,298,779,36,1998.79,0,Saturday,-60.7,0,1,PhonePe,Pending,DTH Recharge,Windows,Jhansi,Uttar Pradesh,Puducherry,Puducherry,0
8775,928,1055,629,2020.76,22,Sunday,-1.86,0,0,GPay,Completed,DTH Recharge,Windows,Chandrapur,Maharashtra,Guwahati,Assam,0
8776,1643,455,446,3616.85,11,Sunday,10.24,1,0,BHIM,Completed,Travel Booking,iOS,Bangalore,Karnataka,Karnal,Haryana,0
8777,209,937,749,2689.68,4,Wednesday,6.2,0,1,Paytm,Completed,Online Shopping,MacOS,Bokaro,Jharkhand,Loni,Uttar Pradesh,1
8778,1273,971,879,2545.67,10,Thursday,-70.83,0,0,Paytm,Completed,Healthcare Services,MacOS,Sikar,Rajasthan,Mumbai,Maharashtra,1
8779,508,58,251,296.5,12,Monday,10.06,0,0,Paytm,Failed,Online Shopping,iOS,Bhatpara,West Bengal,North Dumdum,West Bengal,0
8780,326,255,646,4977.02,22,Tuesday,-35.92,1,0,GPay,Completed,Mobile Recharge,Android,Anantapur,Andhra Pradesh,Jammu,Jammu and Kashmir,1
8781,339,1400,712,2084.5,9,Monday,14.0,0,0,GPay,Pending,Water Bill,MacOS,Kollam,Kerala,Asansol,West Bengal,0
8782,1712,1298,337,3481.76,16,Saturday,-20.9,1,0,PhonePe,Pending,Education Fees,MacOS,Tirunelveli,Tamil Nadu,North Dumdum,West Bengal,0
8783,662,343,869,4418.29,9,Thursday,77.68,1,0,GPay,Failed,Travel Booking,Windows,Tiruppur,Tamil Nadu,Bardhaman,West Bengal,1
8784,1069,889,687,316.17,14,Friday,-55.55,0,0,Paytm,Pending,Education Fees,Android,Bhopal,Madhya Pradesh,Thrissur,Kerala,0
8785,806,1352,27,2922.29,9,Sunday,-37.76,0,0,GPay,Failed,Food Delivery,iOS,Faridabad,Haryana,Nagpur,Maharashtra,0
8786,361,1426,489,3702.88,18,Thursday,78.54,1,0,BHIM,Failed,Electricity Bill,Android,Varanasi,Uttar Pradesh,Agra,Uttar Pradesh,0
8787,356,538,890,1069.94,4,Tuesday,-84.32,0,1,PhonePe,Pending,Electricity Bill,Windows,Mau,Uttar Pradesh,Berhampur,Odisha,0
8788,259,549,224,3965.31,10,Friday,2.39,1,0,Paytm,Completed,DTH Recharge,MacOS,New Delhi,Delhi,Puducherry,Puducherry,0
8789,1115,718,238,411.18,6,Thursday,-26.88,0,0,BHIM,Completed,Healthcare Services,MacOS,Rajpur Sonarpur,West Bengal,Kamarhati,West Bengal,0
8790,1265,1304,247,4566.35,8,Saturday,-2.57,1,0,Paytm,Completed,Food Delivery,MacOS,Kollam,Kerala,Tirupati,Andhra Pradesh,1
8791,910,403,19,1868.84,23,Friday,27.33,0,1,BHIM,Failed,Education Fees,Android,Nizamabad,Telangana,Mira-Bhayandar,Maharashtra,0
8792,1106,117,355,805.81,17,Saturday,-31.48,0,0,PhonePe,Pending,Education Fees,MacOS,Parbhani,Maharashtra,Purnia,Bihar,0
8793,899,333,167,3828.83,7,Thursday,-16.87,1,0,PhonePe,Failed,Healthcare Services,iOS,Bally,West Bengal,Jhansi,Uttar Pradesh,1
8794,1028,333,958,4071.17,14,Sunday,10.03,1,0,Paytm,Failed,Healthcare Services,MacOS,Satna,Madhya Pradesh,Bilaspur,Chhattisgarh,0
8795,1932,743,1000,3864.97,16,Monday,-92.23,1,0,BHIM,Pending,Mobile Recharge,MacOS,Nanded,Maharashtra,Madurai,Tamil Nadu,1
8796,1963,1402,770,30.49,15,Sunday,90.17,0,0,Paytm,Failed,Gas Bill,Android,Agra,Uttar Pradesh,Gwalior,Madhya Pradesh,0
8797,142,1067,537,1576.56,0,Sunday,41.69,0,1,GPay,Failed,Food Delivery,Android,Puducherry,Puducherry,Jhansi,Uttar Pradesh,0
8798,1972,942,602,716.55,4,Thursday,-33.0,0,1,PhonePe,Pending,Food Delivery,iOS,Prayagraj,Uttar Pradesh,Erode,Tamil Nadu,0
8799,679,634,197,4460.17,0,Thursday,-7.51,1,1,Paytm,Failed,Travel Booking,Android,Gulbarga,Karnataka,Bathinda,Punjab,1
8800,470,1038,623,477.0,10,Friday,-81.64,0,0,PhonePe,Failed,Gas Bill,Windows,Avadi,Tamil Nadu,Purnia,Bihar,0
8801,1650,1048,95,2801.98,22,Sunday,-93.58,0,0,GPay,Completed,Healthcare Services,MacOS,Hyderabad,Telangana,Ahmedabad,Gujarat,1
8802,1314,1328,740,79.05,19,Saturday,-61.26,0,0,Paytm,Completed,Education Fees,Android,Panihati,West Bengal,Sonipat,Haryana,0
8803,507,602,276,4919.57,18,Friday,12.51,1,0,GPay,Failed,Mobile Recharge,Windows,Firozabad,Uttar Pradesh,Saharanpur,Uttar Pradesh,1
8804,922,912,181,4294.75,18,Sunday,-3.5,1,0,GPay,Pending,DTH Recharge,Windows,Bhatpara,West Bengal,Latur,Maharashtra,0
8805,971,891,365,557.97,12,Wednesday,-63.91,0,0,PhonePe,Completed,Education Fees,Windows,Aurangabad,Maharashtra,Khammam,Telangana,0
8806,668,246,217,2643.85,5,Monday,19.54,0,1,BHIM,Pending,Education Fees,Android,Ulhasnagar,Maharashtra,Bangalore,Karnataka,0
8807,1156,1020,565,525.92,21,Sunday,69.96,0,0,BHIM,Pending,Food Delivery,MacOS,Agra,Uttar Pradesh,Jabalpur,Madhya Pradesh,0
8808,1519,151,537,4384.7,10,Friday,-47.01,1,0,BHIM,Pending,Healthcare Services,Android,Nashik,Maharashtra,Begusarai,Bihar,0
8809,176,1057,791,2963.05,8,Tuesday,31.18,0,0,BHIM,Completed,Online Shopping,MacOS,Ujjain,Madhya Pradesh,Davanagere,Karnataka,0
8810,1280,918,631,2415.52,14,Friday,-84.01,0,0,BHIM,Completed,Travel Booking,iOS,Ujjain,Madhya Pradesh,Puducherry,Puducherry,0
8811,1434,898,100,4039.52,22,Monday,-77.73,1,0,PhonePe,Failed,Online Shopping,iOS,Bhilai,Chhattisgarh,Hyderabad,Telangana,0
8812,999,463,582,939.65,14,Wednesday,-83.54,0,0,Paytm,Completed,DTH Recharge,MacOS,Srinagar,Jammu and Kashmir,Mangalore,Karnataka,1
8813,1357,431,746,1450.5,4,Wednesday,69.37,0,1,BHIM,Pending,Mobile Recharge,Android,Pali,Rajasthan,Kolhapur,Maharashtra,0
8814,654,615,150,1997.29,7,Wednesday,-21.66,0,0,GPay,Failed,Mobile Recharge,iOS,Shahjahanpur,Uttar Pradesh,Ichalkaranji,Maharashtra,0
8815,900,75,507,4909.0,8,Friday,-38.68,1,0,PhonePe,Failed,Travel Booking,MacOS,Kolhapur,Maharashtra,Varanasi,Uttar Pradesh,0
8816,147,54,163,188.42,17,Friday,95.51,0,0,GPay,Failed,Education Fees,Android,Durgapur,West Bengal,Darbhanga,Bihar,1
8817,590,628,778,3091.85,0,Monday,-34.98,1,1,BHIM,Completed,Electricity Bill,Windows,Durgapur,West Bengal,Bharatpur,Rajasthan,0
8818,1546,261,488,1706.54,7,Saturday,94.7,0,0,GPay,Failed,DTH Recharge,Android,Pimpri-Chinchwad,Maharashtra,Patiala,Punjab,0
8819,1418,1066,234,1671.49,21,Wednesday,55.05,0,0,GPay,Completed,Travel Booking,Android,Rajpur Sonarpur,West Bengal,Anantapur,Andhra Pradesh,0
8820,821,377,111,336.01,12,Sunday,-3.74,0,0,BHIM,Completed,Travel Booking,Windows,Salem,Tamil Nadu,Lucknow,Uttar Pradesh,0
8821,264,679,912,1197.15,21,Wednesday,-14.62,0,0,PhonePe,Failed,Healthcare Services,Android,Patna,Bihar,Alwar,Rajasthan,0
8822,1586,925,607,3016.05,14,Friday,-63.87,1,0,GPay,Failed,Gas Bill,Windows,Aligarh,Uttar Pradesh,Ahmedabad,Gujarat,0
8823,1743,19,575,2539.15,12,Tuesday,45.45,0,0,BHIM,Pending,Healthcare Services,MacOS,Pali,Rajasthan,Khammam,Telangana,0
8824,129,967,326,1828.95,10,Monday,14.13,0,0,GPay,Pending,Water Bill,iOS,Cuttack,Odisha,Noida,Uttar Pradesh,0
8825,392,611,427,3625.89,18,Monday,81.62,1,0,GPay,Failed,Food Delivery,MacOS,Bhagalpur,Bihar,Loni,Uttar Pradesh,1
8826,284,455,295,3775.64,11,Saturday,-36.76,1,0,GPay,Pending,Travel Booking,iOS,Indore,Madhya Pradesh,Warangal,Telangana,0
8827,721,1257,736,3565.86,10,Thursday,6.76,1,0,PhonePe,Completed,Gas Bill,Android,Pali,Rajasthan,Mangalore,Karnataka,0
8828,1403,549,829,595.67,11,Saturday,63.0,0,0,PhonePe,Completed,DTH Recharge,iOS,Srinagar,Jammu and Kashmir,Hubli-Dharwad,Karnataka,0
8829,1182,1422,647,2391.15,3,Saturday,5.49,0,1,GPay,Pending,Travel Booking,iOS,Panihati,West Bengal,Purnia,Bihar,0
8830,1722,1344,626,1613.91,16,Tuesday,-24.95,0,0,GPay,Completed,Travel Booking,Android,Khammam,Telangana,Patiala,Punjab,0
8831,1530,187,652,1268.22,3,Wednesday,11.58,0,1,Paytm,Failed,Online Shopping,iOS,Thiruvananthapuram,Kerala,Belgaum,Karnataka,1
8832,1106,893,355,1871.27,14,Friday,-71.57,0,0,BHIM,Failed,DTH Recharge,MacOS,Parbhani,Maharashtra,Jamnagar,Gujarat,1
8833,1956,1081,279,2027.67,14,Sunday,-50.07,0,0,GPay,Pending,Food Delivery,Android,Bhopal,Madhya Pradesh,Muzaffarpur,Bihar,0
8834,599,1172,938,4460.83,1,Thursday,-64.63,1,1,GPay,Failed,Water Bill,Windows,Ghaziabad,Uttar Pradesh,Muzaffarnagar,Uttar Pradesh,1
8835,1982,256,118,4258.81,16,Friday,83.64,1,0,GPay,Pending,Water Bill,Android,South Dumdum,West Bengal,Mirzapur,Uttar Pradesh,1
8836,741,1131,834,3590.58,17,Wednesday,-23.53,1,0,PhonePe,Failed,Education Fees,MacOS,Agartala,Tripura,Udaipur,Rajasthan,0
8837,1378,583,52,2589.9,14,Saturday,-53.7,0,0,BHIM,Failed,Gas Bill,Android,Rajahmundry,Andhra Pradesh,Tiruppur,Tamil Nadu,0
8838,1976,869,68,4616.43,21,Wednesday,67.52,1,0,GPay,Pending,Online Shopping,Android,Puducherry,Puducherry,Ahmednagar,Maharashtra,1
8839,828,945,105,1035.95,6,Thursday,-82.35,0,0,BHIM,Pending,Mobile Recharge,MacOS,Nashik,Maharashtra,Durgapur,West Bengal,1
8840,1002,1382,142,116.9,6,Tuesday,-9.32,0,0,BHIM,Failed,DTH Recharge,iOS,Bikaner,Rajasthan,Ahmedabad,Gujarat,0
8841,811,347,186,4562.92,1,Friday,-85.51,1,1,Paytm,Pending,Travel Booking,iOS,Tiruppur,Tamil Nadu,Aurangabad,Maharashtra,1
8842,1499,112,369,3911.8,2,Tuesday,57.05,1,1,Paytm,Pending,DTH Recharge,Android,Gorakhpur,Uttar Pradesh,Ahmedabad,Gujarat,1
8843,1460,1297,245,3840.46,13,Tuesday,-13.65,1,0,Paytm,Completed,Healthcare Services,MacOS,Alwar,Rajasthan,Delhi,Delhi,0
8844,1708,413,687,526.21,2,Tuesday,-16.81,0,1,PhonePe,Failed,Electricity Bill,Android,Rajkot,Gujarat,Panihati,West Bengal,0
8845,773,962,82,1226.02,3,Wednesday,-20.51,0,1,Paytm,Failed,Healthcare Services,MacOS,Rajpur Sonarpur,West Bengal,Tumkur,Karnataka,0
8846,1067,1412,319,4221.17,11,Monday,13.37,1,0,PhonePe,Completed,Electricity Bill,iOS,Jalna,Maharashtra,Kadapa,Andhra Pradesh,1
8847,1758,854,271,476.22,8,Friday,-74.55,0,0,PhonePe,Failed,DTH Recharge,MacOS,Ludhiana,Punjab,Jamshedpur,Jharkhand,0
8848,336,751,616,2171.21,20,Monday,-39.51,0,0,BHIM,Completed,Food Delivery,MacOS,Bhavnagar,Gujarat,Chandrapur,Maharashtra,1
8849,547,1122,660,206.41,7,Monday,42.1,0,0,GPay,Failed,DTH Recharge,MacOS,Chandigarh,Chandigarh,Bally,West Bengal,1
8850,1917,1146,496,3231.06,15,Saturday,59.87,1,0,PhonePe,Completed,Mobile Recharge,Windows,Hyderabad,Telangana,Tiruchirappalli,Tamil Nadu,0
8851,1442,178,277,3133.15,20,Monday,-87.68,1,0,BHIM,Pending,Online Shopping,MacOS,Bihar Sharif,Bihar,Ambarnath,Maharashtra,1
8852,272,1047,265,3733.01,15,Thursday,-75.57,1,0,GPay,Completed,Online Shopping,iOS,Darbhanga,Bihar,Etawah,Uttar Pradesh,0
8853,1747,340,355,1513.24,4,Sunday,-54.73,0,1,PhonePe,Failed,Online Shopping,MacOS,Davanagere,Karnataka,North Dumdum,West Bengal,0
8854,1731,380,880,4836.59,8,Wednesday,95.6,1,0,PhonePe,Completed,Gas Bill,iOS,Ozhukarai,Puducherry,Jodhpur,Rajasthan,0
8855,906,683,472,4114.75,4,Sunday,28.66,1,1,GPay,Pending,DTH Recharge,iOS,Kakinada,Andhra Pradesh,Noida,Uttar Pradesh,0
8856,326,774,274,2194.71,8,Wednesday,-9.59,0,0,PhonePe,Failed,Water Bill,iOS,Anantapur,Andhra Pradesh,Kakinada,Andhra Pradesh,0
8857,294,862,794,2986.09,14,Wednesday,-78.02,0,0,BHIM,Pending,Online Shopping,Windows,Jamshedpur,Jharkhand,Rajahmundry,Andhra Pradesh,0
8858,1415,217,938,2340.73,19,Wednesday,-24.09,0,0,GPay,Pending,Food Delivery,Windows,Khammam,Telangana,New Delhi,Delhi,1
8859,178,533,243,4473.15,23,Thursday,-28.41,1,1,GPay,Failed,Healthcare Services,iOS,Panipat,Haryana,Rajkot,Gujarat,1
8860,713,385,189,4321.63,18,Sunday,54.22,1,0,GPay,Pending,Food Delivery,Windows,Junagadh,Gujarat,Maheshtala,West Bengal,0
8861,1850,583,713,1775.7,9,Monday,-15.36,0,0,BHIM,Pending,Gas Bill,Windows,Cuttack,Odisha,Pali,Rajasthan,0
8862,1745,532,162,4341.05,21,Saturday,-75.09,1,0,BHIM,Pending,Healthcare Services,iOS,Gopalpur,Odisha,Hapur,Uttar Pradesh,0
8863,1334,642,80,2334.57,1,Saturday,-2.65,0,1,BHIM,Failed,Food Delivery,Android,Udaipur,Rajasthan,Chandrapur,Maharashtra,1
8864,1118,575,367,4962.88,7,Saturday,38.59,1,0,BHIM,Failed,Gas Bill,iOS,Vijayawada,Andhra Pradesh,Bhavnagar,Gujarat,1
8865,897,870,119,1423.59,23,Sunday,-88.87,0,1,GPay,Pending,Travel Booking,MacOS,Sangli-Miraj & Kupwad,Maharashtra,Ulhasnagar,Maharashtra,0
8866,637,367,167,4964.14,21,Saturday,-21.75,1,0,PhonePe,Completed,Mobile Recharge,iOS,Maheshtala,West Bengal,Mangalore,Karnataka,0
8867,254,912,514,258.91,3,Wednesday,64.22,0,1,GPay,Completed,DTH Recharge,Windows,Gurgaon,Haryana,Saharanpur,Uttar Pradesh,0
8868,103,821,523,2139.87,17,Tuesday,-76.11,0,0,GPay,Completed,Water Bill,Windows,Shivamogga,Karnataka,Kulti,West Bengal,0
8869,1625,204,483,2717.53,15,Tuesday,-2.1,0,0,BHIM,Failed,Food Delivery,Android,Chandrapur,Maharashtra,Gurgaon,Haryana,0
8870,1550,1421,805,4883.05,23,Thursday,-69.04,1,1,GPay,Pending,Education Fees,Android,Kochi,Kerala,Prayagraj,Uttar Pradesh,1
8871,75,1411,799,497.86,21,Monday,58.17,0,0,Paytm,Completed,Healthcare Services,Windows,Dhule,Maharashtra,Ozhukarai,Puducherry,1
8872,1315,1139,82,4881.64,15,Wednesday,36.37,1,0,PhonePe,Failed,Online Shopping,MacOS,Bhubaneswar,Odisha,Korba,Chhattisgarh,1
8873,1926,576,138,4699.66,11,Saturday,32.83,1,0,BHIM,Completed,Online Shopping,MacOS,New Delhi,Delhi,Gorakhpur,Uttar Pradesh,1
8874,518,1147,548,534.73,4,Tuesday,76.42,0,1,Paytm,Completed,Education Fees,MacOS,Aligarh,Uttar Pradesh,Vasai-Virar,Maharashtra,1
8875,1628,452,685,2252.43,10,Thursday,-87.37,0,0,PhonePe,Completed,Water Bill,iOS,Bardhaman,West Bengal,Noida,Uttar Pradesh,0
8876,1379,814,254,2834.03,19,Friday,78.1,0,0,PhonePe,Pending,Healthcare Services,iOS,Nashik,Maharashtra,Ahmednagar,Maharashtra,0
8877,657,747,300,4451.99,10,Tuesday,78.74,1,0,Paytm,Pending,Education Fees,iOS,Jhansi,Uttar Pradesh,Imphal,Manipur,0
8878,1294,1420,724,2608.78,0,Wednesday,-12.54,0,1,PhonePe,Completed,Education Fees,MacOS,Rampur,Uttar Pradesh,Coimbatore,Tamil Nadu,0
8879,1170,936,686,1554.75,2,Monday,72.87,0,1,PhonePe,Pending,Electricity Bill,Android,Tirunelveli,Tamil Nadu,Gwalior,Madhya Pradesh,0
8880,425,1224,713,1810.78,11,Monday,-17.45,0,0,BHIM,Pending,Water Bill,Windows,Puducherry,Puducherry,Berhampur,Odisha,0
8881,1540,16,146,1677.5,12,Wednesday,47.18,0,0,BHIM,Failed,Online Shopping,iOS,Patna,Bihar,Salem,Tamil Nadu,1
8882,307,601,497,4229.28,14,Friday,25.47,1,0,Paytm,Pending,Online Shopping,iOS,Imphal,Manipur,Akola,Maharashtra,1
8883,1791,1360,274,1314.22,3,Thursday,81.56,0,1,GPay,Completed,Mobile Recharge,iOS,Rourkela,Odisha,Chandigarh,Chandigarh,1
8884,1742,647,864,1363.94,5,Friday,10.58,0,1,GPay,Failed,Healthcare Services,Android,Siliguri,West Bengal,Ghaziabad,Uttar Pradesh,0
8885,1641,564,673,1122.17,23,Sunday,6.72,0,1,BHIM,Failed,Education Fees,Windows,Chandigarh,Chandigarh,Karnal,Haryana,0
8886,665,579,157,4735.02,5,Wednesday,-0.94,1,1,GPay,Completed,Mobile Recharge,MacOS,Khammam,Telangana,Muzaffarnagar,Uttar Pradesh,0
8887,994,872,17,2600.24,16,Wednesday,95.78,0,0,BHIM,Pending,Food Delivery,iOS,Visakhapatnam,Andhra Pradesh,Khammam,Telangana,0
8888,1598,1059,392,2671.82,12,Tuesday,-35.62,0,0,PhonePe,Completed,Travel Booking,Windows,Patna,Bihar,Baranagar,West Bengal,0
8889,1325,1271,812,1329.81,6,Tuesday,-87.32,0,0,GPay,Pending,Gas Bill,iOS,Maheshtala,West Bengal,Ahmedabad,Gujarat,0
8890,1416,16,276,715.66,4,Sunday,73.46,0,1,GPay,Failed,Online Shopping,Windows,Bardhaman,West Bengal,Amravati,Maharashtra,0
8891,1731,891,731,1264.34,10,Friday,90.38,0,0,BHIM,Pending,Education Fees,Windows,Ozhukarai,Puducherry,Chennai,Tamil Nadu,1
8892,955,1080,568,2580.26,20,Wednesday,-99.11,0,0,BHIM,Completed,Gas Bill,MacOS,Asansol,West Bengal,Akola,Maharashtra,1
8893,1747,966,377,2306.14,7,Monday,-22.54,0,0,BHIM,Completed,Water Bill,iOS,Davanagere,Karnataka,Kadapa,Andhra Pradesh,0
8894,1106,494,355,3178.77,12,Wednesday,-71.12,1,0,PhonePe,Failed,Travel Booking,MacOS,Parbhani,Maharashtra,Arrah,Bihar,0
8895,1953,688,157,3336.04,15,Saturday,29.83,1,0,BHIM,Failed,Food Delivery,MacOS,Asansol,West Bengal,Amravati,Maharashtra,0
8896,1630,1409,714,570.42,1,Saturday,-59.06,0,1,BHIM,Failed,Travel Booking,Android,Vijayawada,Andhra Pradesh,Aurangabad,Maharashtra,0
8897,472,588,216,3365.9,17,Friday,-19.58,1,0,Paytm,Failed,Electricity Bill,Windows,Kadapa,Andhra Pradesh,Noida,Uttar Pradesh,0
8898,665,737,157,2525.59,8,Sunday,19.45,0,0,GPay,Failed,Travel Booking,MacOS,Khammam,Telangana,Mathura,Uttar Pradesh,0
8899,1548,1121,29,1820.43,14,Friday,54.31,0,0,PhonePe,Completed,Food Delivery,Windows,Rajpur Sonarpur,West Bengal,Patiala,Punjab,1
8900,725,434,366,1638.21,4,Tuesday,-35.35,0,1,PhonePe,Failed,DTH Recharge,Windows,Guwahati,Assam,Jalna,Maharashtra,1
8901,1877,1161,462,206.89,22,Friday,50.11,0,0,PhonePe,Failed,Gas Bill,MacOS,Rajpur Sonarpur,West Bengal,Ludhiana,Punjab,0
8902,498,405,144,3098.05,7,Sunday,94.99,1,0,BHIM,Pending,Electricity Bill,Android,Puducherry,Puducherry,Udaipur,Rajasthan,1
